"","Mouse","Age","Group","Sex","Day","TEWL","Condition","Redness","Thickness","Scabbiness","Cohort","Organism","Dose","complete_score"
"3180",5,"8w","Sepi_PBS","FALSE",2,61.4,"Recovery",2,2,1,24,"PBS",0,5
"3181",1,"8w","PBS_Sepi","FALSE",2,60.2,"Recovery",1,2,2,24,"Sepi44",1000000000,5
"3182",2,"8w","PBS_Sepi","FALSE",2,63.8,"Recovery",2,1,1,24,"Sepi44",1000000000,4
"3183",3,"8w","PBS_Sepi","FALSE",2,42.9,"Recovery",1,1,0,24,"Sepi44",1000000000,2
"3184",4,"8w","PBS_Sepi","FALSE",2,71,"Recovery",2,2,2,24,"Sepi44",1000000000,6
"3185",5,"8w","PBS_Sepi","FALSE",2,34.6,"Recovery",1,1,1,24,"Sepi44",1000000000,3
"3186",1,"8w","Sepi_Sepi","FALSE",2,67.5,"Recovery",1,1,2,24,"Sepi44",1000000000,4
"3187",2,"8w","Sepi_Sepi","FALSE",2,56.3,"Recovery",2,1,1,24,"Sepi44",1000000000,4
"3188",3,"8w","Sepi_Sepi","FALSE",2,34.5,"Recovery",1,1,1,24,"Sepi44",1000000000,3
"3189",4,"8w","Sepi_Sepi","FALSE",2,28.3,"Recovery",1,1,0,24,"Sepi44",1000000000,2
"3190",5,"8w","Sepi_Sepi","FALSE",2,71,"Recovery",2,2,1,24,"Sepi44",1000000000,5
"3191",1,"8w","PBS_PBS","FALSE",3,22.4,"Recovery",2,2,0,24,"PBS",0,4
"3192",2,"8w","PBS_PBS","FALSE",3,45.4,"Recovery",1,1,1,24,"PBS",0,3
"3193",3,"8w","PBS_PBS","FALSE",3,9.7,"Recovery",1,1,0,24,"PBS",0,2
"3194",4,"8w","PBS_PBS","FALSE",3,40.3,"Recovery",2,2,1,24,"PBS",0,5
"3195",5,"8w","PBS_PBS","FALSE",3,22.1,"Recovery",1,1,0,24,"PBS",0,2
"3196",1,"8w","Sepi_PBS","FALSE",3,38.8,"Recovery",2,2,1,24,"PBS",0,5
"3197",2,"8w","Sepi_PBS","FALSE",3,23.2,"Recovery",2,1,1,24,"PBS",0,4
"3198",3,"8w","Sepi_PBS","FALSE",3,24.9,"Recovery",1,2,1,24,"PBS",0,4
"3199",4,"8w","Sepi_PBS","FALSE",3,41.2,"Recovery",0,1,1,24,"PBS",0,2
"3200",5,"8w","Sepi_PBS","FALSE",3,41.8,"Recovery",1,2,1,24,"PBS",0,4
"3201",1,"8w","PBS_Sepi","FALSE",3,58.8,"Recovery",2,2,1,24,"Sepi44",1000000000,5
"3202",2,"8w","PBS_Sepi","FALSE",3,54.5,"Recovery",2,2,1,24,"Sepi44",1000000000,5
"3203",3,"8w","PBS_Sepi","FALSE",3,32.1,"Recovery",1,0,1,24,"Sepi44",1000000000,2
"3204",4,"8w","PBS_Sepi","FALSE",3,40.5,"Recovery",2,3,2,24,"Sepi44",1000000000,7
"3205",5,"8w","PBS_Sepi","FALSE",3,20.5,"Recovery",0,1,0,24,"Sepi44",1000000000,1
"3206",1,"8w","Sepi_Sepi","FALSE",3,49,"Recovery",2,2,1,24,"Sepi44",1000000000,5
"3207",2,"8w","Sepi_Sepi","FALSE",3,47.8,"Recovery",1,2,0,24,"Sepi44",1000000000,3
"3208",3,"8w","Sepi_Sepi","FALSE",3,28.8,"Recovery",1,1,1,24,"Sepi44",1000000000,3
"3209",4,"8w","Sepi_Sepi","FALSE",3,17.6,"Recovery",0,1,0,24,"Sepi44",1000000000,1
"3210",5,"8w","Sepi_Sepi","FALSE",3,36.4,"Recovery",1,1,1,24,"Sepi44",1000000000,3
"3211",1,"8w","PBS_PBS","FALSE",4,22.7,"Recovery",1,1,0,24,"PBS",0,2
"3212",2,"8w","PBS_PBS","FALSE",4,31.5,"Recovery",0,1,1,24,"PBS",0,2
"3213",3,"8w","PBS_PBS","FALSE",4,9.1,"Recovery",0,0,0,24,"PBS",0,0
"3214",4,"8w","PBS_PBS","FALSE",4,40.2,"Recovery",2,1,0,24,"PBS",0,3
"3215",5,"8w","PBS_PBS","FALSE",4,18.7,"Recovery",0,0,0,24,"PBS",0,0
"3216",1,"8w","Sepi_PBS","FALSE",4,44.6,"Recovery",1,1,1,24,"PBS",0,3
"3217",2,"8w","Sepi_PBS","FALSE",4,16.8,"Recovery",0,1,0,24,"PBS",0,1
"3218",3,"8w","Sepi_PBS","FALSE",4,30.8,"Recovery",0,1,0,24,"PBS",0,1
"3219",4,"8w","Sepi_PBS","FALSE",4,18.4,"Recovery",0,0,0,24,"PBS",0,0
"3220",5,"8w","Sepi_PBS","FALSE",4,35.1,"Recovery",0,1,1,24,"PBS",0,2
"3221",1,"8w","PBS_Sepi","FALSE",4,41.9,"Recovery",1,2,1,24,"Sepi44",1000000000,4
"3222",2,"8w","PBS_Sepi","FALSE",4,34.1,"Recovery",1,1,1,24,"Sepi44",1000000000,3
"3223",3,"8w","PBS_Sepi","FALSE",4,15.1,"Recovery",0,1,0,24,"Sepi44",1000000000,1
"3224",4,"8w","PBS_Sepi","FALSE",4,32.5,"Recovery",1,2,1,24,"Sepi44",1000000000,4
"3225",5,"8w","PBS_Sepi","FALSE",4,13.3,"Recovery",0,1,0,24,"Sepi44",1000000000,1
"3226",1,"8w","Sepi_Sepi","FALSE",4,50.5,"Recovery",1,1,1,24,"Sepi44",1000000000,3
"3227",2,"8w","Sepi_Sepi","FALSE",4,40.1,"Recovery",1,1,0,24,"Sepi44",1000000000,2
"3228",3,"8w","Sepi_Sepi","FALSE",4,16.6,"Recovery",1,0,0,24,"Sepi44",1000000000,1
"3229",4,"8w","Sepi_Sepi","FALSE",4,16.8,"Recovery",0,0,0,24,"Sepi44",1000000000,0
"3230",5,"8w","Sepi_Sepi","FALSE",4,34.7,"Recovery",1,1,0,24,"Sepi44",1000000000,2
"3231",1,"8w","PBS","FALSE",0,9.1,"Baseline",NA,NA,NA,26,"PBS",0,NA
"3232",2,"8w","PBS","FALSE",0,9.5,"Baseline",NA,NA,NA,26,"PBS",0,NA
"3233",3,"8w","PBS","FALSE",0,13.4,"Baseline",NA,NA,NA,26,"PBS",0,NA
"3234",4,"8w","PBS","FALSE",0,11,"Baseline",NA,NA,NA,26,"PBS",0,NA
"3235",1,"8w","Sepi_EthanolKilled","FALSE",0,14.8,"Baseline",NA,NA,NA,26,"Sepi_EthanolKilled",0,NA
"3236",2,"8w","Sepi_EthanolKilled","FALSE",0,9.9,"Baseline",NA,NA,NA,26,"Sepi_EthanolKilled",0,NA
"3237",3,"8w","Sepi_EthanolKilled","FALSE",0,18,"Baseline",NA,NA,NA,26,"Sepi_EthanolKilled",0,NA
"3238",4,"8w","Sepi_EthanolKilled","FALSE",0,11.9,"Baseline",NA,NA,NA,26,"Sepi_EthanolKilled",0,NA
"3239",5,"8w","Sepi_EthanolKilled","FALSE",0,12,"Baseline",NA,NA,NA,26,"Sepi_EthanolKilled",0,NA
"3240",1,"8w","Sepi44","FALSE",0,11.5,"Baseline",NA,NA,NA,26,"Sepi44",1000000000,NA
"3241",2,"8w","Sepi44","FALSE",0,8.9,"Baseline",NA,NA,NA,26,"Sepi44",1000000000,NA
"3242",3,"8w","Sepi44","FALSE",0,14.4,"Baseline",NA,NA,NA,26,"Sepi44",1000000000,NA
"3243",4,"8w","Sepi44","FALSE",0,14.6,"Baseline",NA,NA,NA,26,"Sepi44",1000000000,NA
"3244",5,"8w","Sepi44","FALSE",0,11,"Baseline",NA,NA,NA,26,"Sepi44",1000000000,NA
"3245",1,"8w","Saureus_LAC","FALSE",0,11.2,"Baseline",NA,NA,NA,26,"S_aureus",1000000000,NA
"3246",2,"8w","Saureus_LAC","FALSE",0,13.6,"Baseline",NA,NA,NA,26,"S_aureus",1000000000,NA
"3247",3,"8w","Saureus_LAC","FALSE",0,20.4,"Baseline",NA,NA,NA,26,"S_aureus",1000000000,NA
"3248",4,"8w","Saureus_LAC","FALSE",0,12.1,"Baseline",NA,NA,NA,26,"S_aureus",1000000000,NA
"3249",5,"8w","Saureus_LAC","FALSE",0,13.2,"Baseline",NA,NA,NA,26,"S_aureus",1000000000,NA
"3250",1,"8w","PBS","FALSE",0,81.8,"Tapestrip",NA,NA,NA,26,"PBS",0,NA
"3251",2,"8w","PBS","FALSE",0,79.1,"Tapestrip",NA,NA,NA,26,"PBS",0,NA
"3252",3,"8w","PBS","FALSE",0,80.5,"Tapestrip",NA,NA,NA,26,"PBS",0,NA
"3253",4,"8w","PBS","FALSE",0,75.7,"Tapestrip",NA,NA,NA,26,"PBS",0,NA
"3254",1,"8w","Sepi_EthanolKilled","FALSE",0,89.1,"Tapestrip",NA,NA,NA,26,"Sepi_EthanolKilled",0,NA
"3255",2,"8w","Sepi_EthanolKilled","FALSE",0,83.1,"Tapestrip",NA,NA,NA,26,"Sepi_EthanolKilled",0,NA
"3256",3,"8w","Sepi_EthanolKilled","FALSE",0,78.3,"Tapestrip",NA,NA,NA,26,"Sepi_EthanolKilled",0,NA
"3257",4,"8w","Sepi_EthanolKilled","FALSE",0,79.9,"Tapestrip",NA,NA,NA,26,"Sepi_EthanolKilled",0,NA
"3258",5,"8w","Sepi_EthanolKilled","FALSE",0,77.3,"Tapestrip",NA,NA,NA,26,"Sepi_EthanolKilled",0,NA
"3259",1,"8w","Sepi44","FALSE",0,84.2,"Tapestrip",NA,NA,NA,26,"Sepi44",1000000000,NA
"3260",2,"8w","Sepi44","FALSE",0,86.1,"Tapestrip",NA,NA,NA,26,"Sepi44",1000000000,NA
"3261",3,"8w","Sepi44","FALSE",0,84.5,"Tapestrip",NA,NA,NA,26,"Sepi44",1000000000,NA
"3262",4,"8w","Sepi44","FALSE",0,83.1,"Tapestrip",NA,NA,NA,26,"Sepi44",1000000000,NA
"3263",5,"8w","Sepi44","FALSE",0,81.3,"Tapestrip",NA,NA,NA,26,"Sepi44",1000000000,NA
"3264",1,"8w","Saureus_LAC","FALSE",0,90.8,"Tapestrip",NA,NA,NA,26,"S_aureus",1000000000,NA
"3265",2,"8w","Saureus_LAC","FALSE",0,84.6,"Tapestrip",NA,NA,NA,26,"S_aureus",1000000000,NA
"3266",3,"8w","Saureus_LAC","FALSE",0,85.4,"Tapestrip",NA,NA,NA,26,"S_aureus",1000000000,NA
"3267",4,"8w","Saureus_LAC","FALSE",0,85.7,"Tapestrip",NA,NA,NA,26,"S_aureus",1000000000,NA
"3268",5,"8w","Saureus_LAC","FALSE",0,85.4,"Tapestrip",NA,NA,NA,26,"S_aureus",1000000000,NA
"3269",1,"8w","PBS","FALSE",1,66.8,"Recovery",NA,NA,NA,26,"PBS",0,NA
"3270",2,"8w","PBS","FALSE",1,68.9,"Recovery",NA,NA,NA,26,"PBS",0,NA
"3271",3,"8w","PBS","FALSE",1,68.4,"Recovery",NA,NA,NA,26,"PBS",0,NA
"3272",4,"8w","PBS","FALSE",1,69.4,"Recovery",NA,NA,NA,26,"PBS",0,NA
"3273",1,"8w","Sepi_EthanolKilled","FALSE",1,70.9,"Recovery",NA,NA,NA,26,"Sepi_EthanolKilled",0,NA
"3274",2,"8w","Sepi_EthanolKilled","FALSE",1,77.5,"Recovery",NA,NA,NA,26,"Sepi_EthanolKilled",0,NA
"3275",3,"8w","Sepi_EthanolKilled","FALSE",1,73.2,"Recovery",NA,NA,NA,26,"Sepi_EthanolKilled",0,NA
"3276",4,"8w","Sepi_EthanolKilled","FALSE",1,68,"Recovery",NA,NA,NA,26,"Sepi_EthanolKilled",0,NA
"3277",5,"8w","Sepi_EthanolKilled","FALSE",1,75.4,"Recovery",NA,NA,NA,26,"Sepi_EthanolKilled",0,NA
"3278",1,"8w","Sepi44","FALSE",1,76.4,"Recovery",NA,NA,NA,26,"Sepi44",1000000000,NA
"3279",2,"8w","Sepi44","FALSE",1,73.9,"Recovery",NA,NA,NA,26,"Sepi44",1000000000,NA
"3280",3,"8w","Sepi44","FALSE",1,70.7,"Recovery",NA,NA,NA,26,"Sepi44",1000000000,NA
"3281",4,"8w","Sepi44","FALSE",1,76.9,"Recovery",NA,NA,NA,26,"Sepi44",1000000000,NA
"3282",5,"8w","Sepi44","FALSE",1,72.8,"Recovery",NA,NA,NA,26,"Sepi44",1000000000,NA
"3283",1,"8w","Saureus_LAC","FALSE",1,72.9,"Recovery",NA,NA,NA,26,"S_aureus",1000000000,NA
"3284",2,"8w","Saureus_LAC","FALSE",1,72.4,"Recovery",NA,NA,NA,26,"S_aureus",1000000000,NA
"3285",3,"8w","Saureus_LAC","FALSE",1,75.5,"Recovery",NA,NA,NA,26,"S_aureus",1000000000,NA
"3286",4,"8w","Saureus_LAC","FALSE",1,76,"Recovery",NA,NA,NA,26,"S_aureus",1000000000,NA
"3287",5,"8w","Saureus_LAC","FALSE",1,74.9,"Recovery",NA,NA,NA,26,"S_aureus",1000000000,NA
"3288",1,"8w","PBS","FALSE",2,72.7,"Recovery",1,3,2,26,"PBS",0,6
"3289",2,"8w","PBS","FALSE",2,71.1,"Recovery",1,3,2,26,"PBS",0,6
"3290",3,"8w","PBS","FALSE",2,65.7,"Recovery",1,3,2,26,"PBS",0,6
"3291",4,"8w","PBS","FALSE",2,68.3,"Recovery",2,3,2,26,"PBS",0,7
"3292",1,"8w","Sepi_EthanolKilled","FALSE",2,77.3,"Recovery",2,3,1,26,"Sepi_EthanolKilled",0,6
"3293",2,"8w","Sepi_EthanolKilled","FALSE",2,75.2,"Recovery",3,3,1,26,"Sepi_EthanolKilled",0,7
"3294",3,"8w","Sepi_EthanolKilled","FALSE",2,72.1,"Recovery",3,3,1,26,"Sepi_EthanolKilled",0,7
"3295",4,"8w","Sepi_EthanolKilled","FALSE",2,72.9,"Recovery",1,3,1,26,"Sepi_EthanolKilled",0,5
"3296",5,"8w","Sepi_EthanolKilled","FALSE",2,78.1,"Recovery",3,3,2,26,"Sepi_EthanolKilled",0,8
"3297",1,"8w","Sepi44","FALSE",2,72.3,"Recovery",3,3,1,26,"Sepi44",1000000000,7
"3298",2,"8w","Sepi44","FALSE",2,75.6,"Recovery",3,3,0,26,"Sepi44",1000000000,6
"3299",3,"8w","Sepi44","FALSE",2,74.2,"Recovery",3,3,0,26,"Sepi44",1000000000,6
"3300",4,"8w","Sepi44","FALSE",2,75.2,"Recovery",3,3,1,26,"Sepi44",1000000000,7
"3301",5,"8w","Sepi44","FALSE",2,68.1,"Recovery",3,3,1,26,"Sepi44",1000000000,7
"3302",1,"8w","Saureus_LAC","FALSE",2,76.9,"Recovery",3,3,3,26,"S_aureus",1000000000,9
"3303",2,"8w","Saureus_LAC","FALSE",2,77.5,"Recovery",3,3,3,26,"S_aureus",1000000000,9
"3304",3,"8w","Saureus_LAC","FALSE",2,72.6,"Recovery",3,3,2,26,"S_aureus",1000000000,8
"3305",4,"8w","Saureus_LAC","FALSE",2,76.5,"Recovery",3,3,3,26,"S_aureus",1000000000,9
"3306",5,"8w","Saureus_LAC","FALSE",2,73.2,"Recovery",3,3,3,26,"S_aureus",1000000000,9
"3307",1,"8w","PBS","FALSE",3,57.4,"Recovery",1,3,2,26,"PBS",0,6
"3308",2,"8w","PBS","FALSE",3,48.7,"Recovery",2,3,1,26,"PBS",0,6
"3309",3,"8w","PBS","FALSE",3,47.7,"Recovery",1,3,2,26,"PBS",0,6
"3310",4,"8w","PBS","FALSE",3,45.1,"Recovery",1,2,2,26,"PBS",0,5
"3311",1,"8w","Sepi_EthanolKilled","FALSE",3,56.2,"Recovery",2,3,2,26,"Sepi_EthanolKilled",0,7
"3312",2,"8w","Sepi_EthanolKilled","FALSE",3,68.6,"Recovery",3,3,2,26,"Sepi_EthanolKilled",0,8
"3313",3,"8w","Sepi_EthanolKilled","FALSE",3,58.6,"Recovery",2,3,2,26,"Sepi_EthanolKilled",0,7
"3314",4,"8w","Sepi_EthanolKilled","FALSE",3,56.8,"Recovery",2,3,2,26,"Sepi_EthanolKilled",0,7
"3315",5,"8w","Sepi_EthanolKilled","FALSE",3,61.1,"Recovery",2,3,3,26,"Sepi_EthanolKilled",0,8
"3316",1,"8w","Sepi44","FALSE",3,60.8,"Recovery",2,3,3,26,"Sepi44",1000000000,8
"3317",2,"8w","Sepi44","FALSE",3,58.5,"Recovery",3,3,3,26,"Sepi44",1000000000,9
"3318",3,"8w","Sepi44","FALSE",3,64.3,"Recovery",2,3,3,26,"Sepi44",1000000000,8
"3319",4,"8w","Sepi44","FALSE",3,59.1,"Recovery",2,3,3,26,"Sepi44",1000000000,8
"3320",5,"8w","Sepi44","FALSE",3,65.3,"Recovery",3,3,3,26,"Sepi44",1000000000,9
"3321",1,"8w","Saureus_LAC","FALSE",3,60.5,"Recovery",3,3,3,26,"S_aureus",1000000000,9
"3322",2,"8w","Saureus_LAC","FALSE",3,60.5,"Recovery",3,3,3,26,"S_aureus",1000000000,9
"3323",3,"8w","Saureus_LAC","FALSE",3,63.2,"Recovery",3,3,3,26,"S_aureus",1000000000,9
"3324",4,"8w","Saureus_LAC","FALSE",3,57,"Recovery",3,3,3,26,"S_aureus",1000000000,9
"3325",5,"8w","Saureus_LAC","FALSE",3,58.1,"Recovery",3,3,3,26,"S_aureus",1000000000,9
"3326",1,"8w","PBS","FALSE",4,42.7,"Recovery",1,3,1,26,"PBS",0,5
"3327",2,"8w","PBS","FALSE",4,41.2,"Recovery",1,2,1,26,"PBS",0,4
"3328",3,"8w","PBS","FALSE",4,48,"Recovery",1,2,1,26,"PBS",0,4
"3329",4,"8w","PBS","FALSE",4,49.3,"Recovery",2,2,1,26,"PBS",0,5
"3330",1,"8w","Sepi_EthanolKilled","FALSE",4,35.5,"Recovery",1,3,2,26,"Sepi_EthanolKilled",0,6
"3331",2,"8w","Sepi_EthanolKilled","FALSE",4,58.1,"Recovery",1,3,3,26,"Sepi_EthanolKilled",0,7
"3332",3,"8w","Sepi_EthanolKilled","FALSE",4,41.8,"Recovery",1,3,2,26,"Sepi_EthanolKilled",0,6
"3333",4,"8w","Sepi_EthanolKilled","FALSE",4,46.9,"Recovery",2,3,1,26,"Sepi_EthanolKilled",0,6
"3334",5,"8w","Sepi_EthanolKilled","FALSE",4,71.1,"Recovery",1,3,2,26,"Sepi_EthanolKilled",0,6
"3335",1,"8w","Sepi44","FALSE",4,51.6,"Recovery",2,3,3,26,"Sepi44",1000000000,8
"3336",2,"8w","Sepi44","FALSE",4,49.4,"Recovery",1,3,3,26,"Sepi44",1000000000,7
"3337",3,"8w","Sepi44","FALSE",4,53.9,"Recovery",1,3,3,26,"Sepi44",1000000000,7
"3338",4,"8w","Sepi44","FALSE",4,41,"Recovery",1,3,3,26,"Sepi44",1000000000,7
"3339",5,"8w","Sepi44","FALSE",4,49,"Recovery",1,3,3,26,"Sepi44",1000000000,7
"3340",1,"8w","Saureus_LAC","FALSE",4,58.3,"Recovery",3,3,3,26,"S_aureus",1000000000,9
"3341",2,"8w","Saureus_LAC","FALSE",4,63.3,"Recovery",3,3,3,26,"S_aureus",1000000000,9
"3342",3,"8w","Saureus_LAC","FALSE",4,53.3,"Recovery",2,3,3,26,"S_aureus",1000000000,8
"3343",4,"8w","Saureus_LAC","FALSE",4,72.8,"Recovery",3,3,3,26,"S_aureus",1000000000,9
"3344",5,"8w","Saureus_LAC","FALSE",4,56.8,"Recovery",3,3,3,26,"S_aureus",1000000000,9
"3345",1,"8w","PBS","FALSE",0,7.5,"Baseline",NA,NA,NA,27,"PBS",0,NA
"3346",2,"8w","PBS","FALSE",0,8.3,"Baseline",NA,NA,NA,27,"PBS",0,NA
"3347",3,"8w","PBS","FALSE",0,6.3,"Baseline",NA,NA,NA,27,"PBS",0,NA
"3348",4,"8w","PBS","FALSE",0,6.8,"Baseline",NA,NA,NA,27,"PBS",0,NA
"3349",5,"8w","PBS","FALSE",0,8.7,"Baseline",NA,NA,NA,27,"PBS",0,NA
"3350",1,"8w","S_xylosus","FALSE",0,8.7,"Baseline",NA,NA,NA,27,"S_xylosus",1000000000,NA
"3351",2,"8w","S_xylosus","FALSE",0,6.9,"Baseline",NA,NA,NA,27,"S_xylosus",1000000000,NA
"3352",3,"8w","S_xylosus","FALSE",0,7.6,"Baseline",NA,NA,NA,27,"S_xylosus",1000000000,NA
"3353",4,"8w","S_xylosus","FALSE",0,8.4,"Baseline",NA,NA,NA,27,"S_xylosus",1000000000,NA
"3354",5,"8w","S_xylosus","FALSE",0,6.9,"Baseline",NA,NA,NA,27,"S_xylosus",1000000000,NA
"3355",1,"8w","Sepi_NIH","FALSE",0,7.4,"Baseline",NA,NA,NA,27,"Sepi_NIH",1000000000,NA
"3356",2,"8w","Sepi_NIH","FALSE",0,9,"Baseline",NA,NA,NA,27,"Sepi_NIH",1000000000,NA
"3357",3,"8w","Sepi_NIH","FALSE",0,7.7,"Baseline",NA,NA,NA,27,"Sepi_NIH",1000000000,NA
"3358",4,"8w","Sepi_NIH","FALSE",0,8.7,"Baseline",NA,NA,NA,27,"Sepi_NIH",1000000000,NA
"3359",5,"8w","Sepi_NIH","FALSE",0,7.8,"Baseline",NA,NA,NA,27,"Sepi_NIH",1000000000,NA
"3360",1,"8w","C_accolens","FALSE",0,9.2,"Baseline",NA,NA,NA,27,"C_accolens",1000000000,NA
"3361",2,"8w","C_accolens","FALSE",0,8.3,"Baseline",NA,NA,NA,27,"C_accolens",1000000000,NA
"3362",3,"8w","C_accolens","FALSE",0,7.3,"Baseline",NA,NA,NA,27,"C_accolens",1000000000,NA
"3363",4,"8w","C_accolens","FALSE",0,10.8,"Baseline",NA,NA,NA,27,"C_accolens",1000000000,NA
"3364",5,"8w","C_accolens","FALSE",0,7,"Baseline",NA,NA,NA,27,"C_accolens",1000000000,NA
"3365",1,"8w","PBS","FALSE",0,85.2,"Tapestrip",NA,NA,NA,27,"PBS",0,NA
"3366",2,"8w","PBS","FALSE",0,83.5,"Tapestrip",NA,NA,NA,27,"PBS",0,NA
"3367",3,"8w","PBS","FALSE",0,72.5,"Tapestrip",NA,NA,NA,27,"PBS",0,NA
"3368",4,"8w","PBS","FALSE",0,73.2,"Tapestrip",NA,NA,NA,27,"PBS",0,NA
"3369",5,"8w","PBS","FALSE",0,73.5,"Tapestrip",NA,NA,NA,27,"PBS",0,NA
"3370",1,"8w","S_xylosus","FALSE",0,78.1,"Tapestrip",NA,NA,NA,27,"S_xylosus",1000000000,NA
"3371",2,"8w","S_xylosus","FALSE",0,79.7,"Tapestrip",NA,NA,NA,27,"S_xylosus",1000000000,NA
"3372",3,"8w","S_xylosus","FALSE",0,79.2,"Tapestrip",NA,NA,NA,27,"S_xylosus",1000000000,NA
"3373",4,"8w","S_xylosus","FALSE",0,71.6,"Tapestrip",NA,NA,NA,27,"S_xylosus",1000000000,NA
"3374",5,"8w","S_xylosus","FALSE",0,70.5,"Tapestrip",NA,NA,NA,27,"S_xylosus",1000000000,NA
"3375",1,"8w","Sepi_NIH","FALSE",0,81.6,"Tapestrip",NA,NA,NA,27,"Sepi_NIH",1000000000,NA
"3376",2,"8w","Sepi_NIH","FALSE",0,79.7,"Tapestrip",NA,NA,NA,27,"Sepi_NIH",1000000000,NA
"3377",3,"8w","Sepi_NIH","FALSE",0,73.2,"Tapestrip",NA,NA,NA,27,"Sepi_NIH",1000000000,NA
"3378",4,"8w","Sepi_NIH","FALSE",0,55.1,"Tapestrip",NA,NA,NA,27,"Sepi_NIH",1000000000,NA
"3379",5,"8w","Sepi_NIH","FALSE",0,71.9,"Tapestrip",NA,NA,NA,27,"Sepi_NIH",1000000000,NA
"3380",1,"8w","C_accolens","FALSE",0,78.1,"Tapestrip",NA,NA,NA,27,"C_accolens",1000000000,NA
"3381",2,"8w","C_accolens","FALSE",0,78.9,"Tapestrip",NA,NA,NA,27,"C_accolens",1000000000,NA
"3382",3,"8w","C_accolens","FALSE",0,74.8,"Tapestrip",NA,NA,NA,27,"C_accolens",1000000000,NA
"3383",4,"8w","C_accolens","FALSE",0,80.8,"Tapestrip",NA,NA,NA,27,"C_accolens",1000000000,NA
"3384",5,"8w","C_accolens","FALSE",0,74.9,"Tapestrip",NA,NA,NA,27,"C_accolens",1000000000,NA
"3385",1,"8w","PBS","FALSE",1,75.9,"Recovery",NA,NA,NA,27,"PBS",0,NA
"3386",2,"8w","PBS","FALSE",1,77.3,"Recovery",NA,NA,NA,27,"PBS",0,NA
"3387",3,"8w","PBS","FALSE",1,68,"Recovery",NA,NA,NA,27,"PBS",0,NA
"3388",4,"8w","PBS","FALSE",1,66.6,"Recovery",NA,NA,NA,27,"PBS",0,NA
"3389",5,"8w","PBS","FALSE",1,66.9,"Recovery",NA,NA,NA,27,"PBS",0,NA
"3390",1,"8w","S_xylosus","FALSE",1,77.1,"Recovery",NA,NA,NA,27,"S_xylosus",1000000000,NA
"3391",2,"8w","S_xylosus","FALSE",1,81.2,"Recovery",NA,NA,NA,27,"S_xylosus",1000000000,NA
"3392",3,"8w","S_xylosus","FALSE",1,78.9,"Recovery",NA,NA,NA,27,"S_xylosus",1000000000,NA
"3393",4,"8w","S_xylosus","FALSE",1,79.4,"Recovery",NA,NA,NA,27,"S_xylosus",1000000000,NA
"3394",5,"8w","S_xylosus","FALSE",1,77.6,"Recovery",NA,NA,NA,27,"S_xylosus",1000000000,NA
"3395",1,"8w","Sepi_NIH","FALSE",1,72.9,"Recovery",NA,NA,NA,27,"Sepi_NIH",1000000000,NA
"3396",2,"8w","Sepi_NIH","FALSE",1,82.3,"Recovery",NA,NA,NA,27,"Sepi_NIH",1000000000,NA
"3397",3,"8w","Sepi_NIH","FALSE",1,56.1,"Recovery",NA,NA,NA,27,"Sepi_NIH",1000000000,NA
"3398",4,"8w","Sepi_NIH","FALSE",1,57,"Recovery",NA,NA,NA,27,"Sepi_NIH",1000000000,NA
"3399",5,"8w","Sepi_NIH","FALSE",1,58,"Recovery",NA,NA,NA,27,"Sepi_NIH",1000000000,NA
"3400",1,"8w","C_accolens","FALSE",1,80.8,"Recovery",NA,NA,NA,27,"C_accolens",1000000000,NA
"3401",2,"8w","C_accolens","FALSE",1,83,"Recovery",NA,NA,NA,27,"C_accolens",1000000000,NA
"3402",3,"8w","C_accolens","FALSE",1,83.2,"Recovery",NA,NA,NA,27,"C_accolens",1000000000,NA
"3403",4,"8w","C_accolens","FALSE",1,70.8,"Recovery",NA,NA,NA,27,"C_accolens",1000000000,NA
"3404",5,"8w","C_accolens","FALSE",1,69.7,"Recovery",NA,NA,NA,27,"C_accolens",1000000000,NA
"3405",1,"8w","PBS","FALSE",2,47.4,"Recovery",1,2,1,27,"PBS",0,4
"3406",2,"8w","PBS","FALSE",2,36.4,"Recovery",1,1,1,27,"PBS",0,3
"3407",3,"8w","PBS","FALSE",2,45,"Recovery",1,1,1,27,"PBS",0,3
"3408",4,"8w","PBS","FALSE",2,44.2,"Recovery",1,2,1,27,"PBS",0,4
"3409",5,"8w","PBS","FALSE",2,34.7,"Recovery",0,1,1,27,"PBS",0,2
"3410",1,"8w","S_xylosus","FALSE",2,53,"Recovery",1,2,2,27,"S_xylosus",1000000000,5
"3411",2,"8w","S_xylosus","FALSE",2,69.9,"Recovery",1,2,1,27,"S_xylosus",1000000000,4
"3412",3,"8w","S_xylosus","FALSE",2,63.4,"Recovery",1,2,2,27,"S_xylosus",1000000000,5
"3413",4,"8w","S_xylosus","FALSE",2,57.1,"Recovery",1,2,2,27,"S_xylosus",1000000000,5
"3414",5,"8w","S_xylosus","FALSE",2,61.4,"Recovery",1,2,1,27,"S_xylosus",1000000000,4
"3415",1,"8w","Sepi_NIH","FALSE",2,71.4,"Recovery",1,2,1,27,"Sepi_NIH",1000000000,4
"3416",2,"8w","Sepi_NIH","FALSE",2,51.5,"Recovery",1,2,1,27,"Sepi_NIH",1000000000,4
"3417",3,"8w","Sepi_NIH","FALSE",2,37.4,"Recovery",1,1,1,27,"Sepi_NIH",1000000000,3
