,Unnamed: 0,Cluster,ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count,expandlist
91,92,d4,GO:0000993,RNA polymerase II complex binding,8/1456,36/22537,0.0017685686042074,0.0227921165190117,0.0195080065460394,ENSMUSG00000020485/ENSMUSG00000039630/ENSMUSG00000026603/ENSMUSG00000013822/ENSMUSG00000028271/ENSMUSG00000041057/ENSMUSG00000021807/ENSMUSG00000039849,8,"['ENSMUSG00000020485', 'ENSMUSG00000039630', 'ENSMUSG00000026603', 'ENSMUSG00000013822', 'ENSMUSG00000028271', 'ENSMUSG00000041057', 'ENSMUSG00000021807', 'ENSMUSG00000039849']"
92,93,d4,GO:0004869,cysteine-type endopeptidase inhibitor activity,9/1456,45/22537,0.0020406515408126,0.025695945452413,0.0219934235451197,ENSMUSG00000024073/ENSMUSG00000017716/ENSMUSG00000020415/ENSMUSG00000021585/ENSMUSG00000071561/ENSMUSG00000044594/ENSMUSG00000022902/ENSMUSG00000071562/ENSMUSG00000094733,9,"['ENSMUSG00000024073', 'ENSMUSG00000017716', 'ENSMUSG00000020415', 'ENSMUSG00000021585', 'ENSMUSG00000071561', 'ENSMUSG00000044594', 'ENSMUSG00000022902', 'ENSMUSG00000071562', 'ENSMUSG00000094733']"
93,94,d4,GO:0017025,TBP-class protein binding,7/1456,29/22537,0.0020500590360941,0.025695945452413,0.0219934235451197,ENSMUSG00000021178/ENSMUSG00000024218/ENSMUSG00000033543/ENSMUSG00000020708/ENSMUSG00000028271/ENSMUSG00000042079/ENSMUSG00000028899,7,"['ENSMUSG00000021178', 'ENSMUSG00000024218', 'ENSMUSG00000033543', 'ENSMUSG00000020708', 'ENSMUSG00000028271', 'ENSMUSG00000042079', 'ENSMUSG00000028899']"
94,95,d4,GO:0036002,pre-mRNA binding,8/1456,37/22537,0.0021305221534598,0.0263436185191313,0.0225477735728889,ENSMUSG00000021546/ENSMUSG00000024217/ENSMUSG00000030435/ENSMUSG00000061613/ENSMUSG00000004642/ENSMUSG00000039630/ENSMUSG00000035597/ENSMUSG00000015165,8,"['ENSMUSG00000021546', 'ENSMUSG00000024217', 'ENSMUSG00000030435', 'ENSMUSG00000061613', 'ENSMUSG00000004642', 'ENSMUSG00000039630', 'ENSMUSG00000035597', 'ENSMUSG00000015165']"
95,96,d4,GO:0003955,NAD(P)H dehydrogenase (quinone) activity,6/1456,22/22537,0.002186295394916,0.0266728038179763,0.0228295266500712,ENSMUSG00000025968/ENSMUSG00000033938/ENSMUSG00000059734/ENSMUSG00000026260/ENSMUSG00000037916/ENSMUSG00000020153,6,"['ENSMUSG00000025968', 'ENSMUSG00000033938', 'ENSMUSG00000059734', 'ENSMUSG00000026260', 'ENSMUSG00000037916', 'ENSMUSG00000020153']"
96,97,d4,GO:0019001,guanyl nucleotide binding,40/1456,389/22537,0.0025224689837421,0.0296422447694066,0.0253711016490521,ENSMUSG00000032562/ENSMUSG00000018340/ENSMUSG00000021282/ENSMUSG00000034789/ENSMUSG00000028057/ENSMUSG00000072235/ENSMUSG00000058672/ENSMUSG00000060904/ENSMUSG00000001833/ENSMUSG00000001473/ENSMUSG00000064262/ENSMUSG00000004771/ENSMUSG00000036752/ENSMUSG00000021877/ENSMUSG00000053291/ENSMUSG00000029430/ENSMUSG00000019917/ENSMUSG00000024870/ENSMUSG00000017686/ENSMUSG00000079477/ENSMUSG00000048076/ENSMUSG00000020088/ENSMUSG00000002233/ENSMUSG00000059248/ENSMUSG00000021589/ENSMUSG00000008859/ENSMUSG00000024772/ENSMUSG00000027293/ENSMUSG00000052681/ENSMUSG00000028945/ENSMUSG00000024065/ENSMUSG00000001783/ENSMUSG00000054364/ENSMUSG00000032435/ENSMUSG00000042354/ENSMUSG00000028214/ENSMUSG00000045136/ENSMUSG00000022621/ENSMUSG00000028443/ENSMUSG00000054435,40,"['ENSMUSG00000032562', 'ENSMUSG00000018340', 'ENSMUSG00000021282', 'ENSMUSG00000034789', 'ENSMUSG00000028057', 'ENSMUSG00000072235', 'ENSMUSG00000058672', 'ENSMUSG00000060904', 'ENSMUSG00000001833', 'ENSMUSG00000001473', 'ENSMUSG00000064262', 'ENSMUSG00000004771', 'ENSMUSG00000036752', 'ENSMUSG00000021877', 'ENSMUSG00000053291', 'ENSMUSG00000029430', 'ENSMUSG00000019917', 'ENSMUSG00000024870', 'ENSMUSG00000017686', 'ENSMUSG00000079477', 'ENSMUSG00000048076', 'ENSMUSG00000020088', 'ENSMUSG00000002233', 'ENSMUSG00000059248', 'ENSMUSG00000021589', 'ENSMUSG00000008859', 'ENSMUSG00000024772', 'ENSMUSG00000027293', 'ENSMUSG00000052681', 'ENSMUSG00000028945', 'ENSMUSG00000024065', 'ENSMUSG00000001783', 'ENSMUSG00000054364', 'ENSMUSG00000032435', 'ENSMUSG00000042354', 'ENSMUSG00000028214', 'ENSMUSG00000045136', 'ENSMUSG00000022621', 'ENSMUSG00000028443', 'ENSMUSG00000054435']"
97,98,d4,GO:0032561,guanyl ribonucleotide binding,40/1456,389/22537,0.0025224689837421,0.0296422447694066,0.0253711016490521,ENSMUSG00000032562/ENSMUSG00000018340/ENSMUSG00000021282/ENSMUSG00000034789/ENSMUSG00000028057/ENSMUSG00000072235/ENSMUSG00000058672/ENSMUSG00000060904/ENSMUSG00000001833/ENSMUSG00000001473/ENSMUSG00000064262/ENSMUSG00000004771/ENSMUSG00000036752/ENSMUSG00000021877/ENSMUSG00000053291/ENSMUSG00000029430/ENSMUSG00000019917/ENSMUSG00000024870/ENSMUSG00000017686/ENSMUSG00000079477/ENSMUSG00000048076/ENSMUSG00000020088/ENSMUSG00000002233/ENSMUSG00000059248/ENSMUSG00000021589/ENSMUSG00000008859/ENSMUSG00000024772/ENSMUSG00000027293/ENSMUSG00000052681/ENSMUSG00000028945/ENSMUSG00000024065/ENSMUSG00000001783/ENSMUSG00000054364/ENSMUSG00000032435/ENSMUSG00000042354/ENSMUSG00000028214/ENSMUSG00000045136/ENSMUSG00000022621/ENSMUSG00000028443/ENSMUSG00000054435,40,"['ENSMUSG00000032562', 'ENSMUSG00000018340', 'ENSMUSG00000021282', 'ENSMUSG00000034789', 'ENSMUSG00000028057', 'ENSMUSG00000072235', 'ENSMUSG00000058672', 'ENSMUSG00000060904', 'ENSMUSG00000001833', 'ENSMUSG00000001473', 'ENSMUSG00000064262', 'ENSMUSG00000004771', 'ENSMUSG00000036752', 'ENSMUSG00000021877', 'ENSMUSG00000053291', 'ENSMUSG00000029430', 'ENSMUSG00000019917', 'ENSMUSG00000024870', 'ENSMUSG00000017686', 'ENSMUSG00000079477', 'ENSMUSG00000048076', 'ENSMUSG00000020088', 'ENSMUSG00000002233', 'ENSMUSG00000059248', 'ENSMUSG00000021589', 'ENSMUSG00000008859', 'ENSMUSG00000024772', 'ENSMUSG00000027293', 'ENSMUSG00000052681', 'ENSMUSG00000028945', 'ENSMUSG00000024065', 'ENSMUSG00000001783', 'ENSMUSG00000054364', 'ENSMUSG00000032435', 'ENSMUSG00000042354', 'ENSMUSG00000028214', 'ENSMUSG00000045136', 'ENSMUSG00000022621', 'ENSMUSG00000028443', 'ENSMUSG00000054435']"
98,99,d4,GO:0015662,P-type ion transporter activity,7/1456,30/22537,0.0025268798819822,0.0296422447694066,0.0253711016490521,ENSMUSG00000024121/ENSMUSG00000033379/ENSMUSG00000030730/ENSMUSG00000029467/ENSMUSG00000019943/ENSMUSG00000027712/ENSMUSG00000038717,7,"['ENSMUSG00000024121', 'ENSMUSG00000033379', 'ENSMUSG00000030730', 'ENSMUSG00000029467', 'ENSMUSG00000019943', 'ENSMUSG00000027712', 'ENSMUSG00000038717']"
101,102,d4,GO:0016209,antioxidant activity,13/1456,85/22537,0.0030685148566271,0.0343748757801374,0.0294218091232927,ENSMUSG00000025289/ENSMUSG00000021760/ENSMUSG00000024953/ENSMUSG00000026701/ENSMUSG00000028597/ENSMUSG00000038773/ENSMUSG00000020803/ENSMUSG00000037072/ENSMUSG00000025068/ENSMUSG00000073940/ENSMUSG00000006818/ENSMUSG00000031584/ENSMUSG00000052305,13,"['ENSMUSG00000025289', 'ENSMUSG00000021760', 'ENSMUSG00000024953', 'ENSMUSG00000026701', 'ENSMUSG00000028597', 'ENSMUSG00000038773', 'ENSMUSG00000020803', 'ENSMUSG00000037072', 'ENSMUSG00000025068', 'ENSMUSG00000073940', 'ENSMUSG00000006818', 'ENSMUSG00000031584', 'ENSMUSG00000052305']"
102,103,d4,GO:0005546,"phosphatidylinositol-4,5-bisphosphate binding",14/1456,95/22537,0.0030805899606243,0.0343748757801374,0.0294218091232927,ENSMUSG00000022150/ENSMUSG00000028249/ENSMUSG00000041801/ENSMUSG00000038775/ENSMUSG00000039361/ENSMUSG00000051355/ENSMUSG00000018293/ENSMUSG00000023277/ENSMUSG00000052374/ENSMUSG00000020709/ENSMUSG00000022451/ENSMUSG00000018417/ENSMUSG00000036435/ENSMUSG00000041695,14,"['ENSMUSG00000022150', 'ENSMUSG00000028249', 'ENSMUSG00000041801', 'ENSMUSG00000038775', 'ENSMUSG00000039361', 'ENSMUSG00000051355', 'ENSMUSG00000018293', 'ENSMUSG00000023277', 'ENSMUSG00000052374', 'ENSMUSG00000020709', 'ENSMUSG00000022451', 'ENSMUSG00000018417', 'ENSMUSG00000036435', 'ENSMUSG00000041695']"
103,104,d4,GO:0043175,RNA polymerase core enzyme binding,8/1456,40/22537,0.0035735055152145,0.0386634799157661,0.0330924694361,ENSMUSG00000020485/ENSMUSG00000039630/ENSMUSG00000026603/ENSMUSG00000013822/ENSMUSG00000028271/ENSMUSG00000041057/ENSMUSG00000021807/ENSMUSG00000039849,8,"['ENSMUSG00000020485', 'ENSMUSG00000039630', 'ENSMUSG00000026603', 'ENSMUSG00000013822', 'ENSMUSG00000028271', 'ENSMUSG00000041057', 'ENSMUSG00000021807', 'ENSMUSG00000039849']"
106,107,d4,GO:0002039,p53 binding,12/1456,77/22537,0.0037245337753528,0.0396273070284635,0.0339174189579256,ENSMUSG00000057113/ENSMUSG00000052293/ENSMUSG00000024803/ENSMUSG00000078941/ENSMUSG00000031826/ENSMUSG00000022521/ENSMUSG00000022510/ENSMUSG00000009291/ENSMUSG00000026603/ENSMUSG00000028639/ENSMUSG00000029104/ENSMUSG00000053754,12,"['ENSMUSG00000057113', 'ENSMUSG00000052293', 'ENSMUSG00000024803', 'ENSMUSG00000078941', 'ENSMUSG00000031826', 'ENSMUSG00000022521', 'ENSMUSG00000022510', 'ENSMUSG00000009291', 'ENSMUSG00000026603', 'ENSMUSG00000028639', 'ENSMUSG00000029104', 'ENSMUSG00000053754']"
108,109,d4,GO:0031072,heat shock protein binding,19/1456,151/22537,0.0040357820302757,0.0419629608829811,0.0359165290732677,ENSMUSG00000055762/ENSMUSG00000021546/ENSMUSG00000063524/ENSMUSG00000062797/ENSMUSG00000021037/ENSMUSG00000039615/ENSMUSG00000003031/ENSMUSG00000019777/ENSMUSG00000029131/ENSMUSG00000025956/ENSMUSG00000026864/ENSMUSG00000022403/ENSMUSG00000020415/ENSMUSG00000025132/ENSMUSG00000029104/ENSMUSG00000025920/ENSMUSG00000047126/ENSMUSG00000028410/ENSMUSG00000014195,19,"['ENSMUSG00000055762', 'ENSMUSG00000021546', 'ENSMUSG00000063524', 'ENSMUSG00000062797', 'ENSMUSG00000021037', 'ENSMUSG00000039615', 'ENSMUSG00000003031', 'ENSMUSG00000019777', 'ENSMUSG00000029131', 'ENSMUSG00000025956', 'ENSMUSG00000026864', 'ENSMUSG00000022403', 'ENSMUSG00000020415', 'ENSMUSG00000025132', 'ENSMUSG00000029104', 'ENSMUSG00000025920', 'ENSMUSG00000047126', 'ENSMUSG00000028410', 'ENSMUSG00000014195']"
109,110,d4,GO:0003730,mRNA 3'-UTR binding,16/1456,119/22537,0.0041631707304522,0.0428011372849866,0.0366339328616969,ENSMUSG00000030795/ENSMUSG00000021546/ENSMUSG00000022283/ENSMUSG00000036371/ENSMUSG00000058558/ENSMUSG00000001056/ENSMUSG00000045193/ENSMUSG00000034681/ENSMUSG00000039630/ENSMUSG00000071337/ENSMUSG00000008393/ENSMUSG00000061477/ENSMUSG00000015165/ENSMUSG00000005846/ENSMUSG00000021040/ENSMUSG00000066037,16,"['ENSMUSG00000030795', 'ENSMUSG00000021546', 'ENSMUSG00000022283', 'ENSMUSG00000036371', 'ENSMUSG00000058558', 'ENSMUSG00000001056', 'ENSMUSG00000045193', 'ENSMUSG00000034681', 'ENSMUSG00000039630', 'ENSMUSG00000071337', 'ENSMUSG00000008393', 'ENSMUSG00000061477', 'ENSMUSG00000015165', 'ENSMUSG00000005846', 'ENSMUSG00000021040', 'ENSMUSG00000066037']"
110,111,d4,GO:0140358,P-type transmembrane transporter activity,7/1456,33/22537,0.0044765076692149,0.0455111613036852,0.0389534702443967,ENSMUSG00000024121/ENSMUSG00000033379/ENSMUSG00000030730/ENSMUSG00000029467/ENSMUSG00000019943/ENSMUSG00000027712/ENSMUSG00000038717,7,"['ENSMUSG00000024121', 'ENSMUSG00000033379', 'ENSMUSG00000030730', 'ENSMUSG00000029467', 'ENSMUSG00000019943', 'ENSMUSG00000027712', 'ENSMUSG00000038717']"
111,112,d4,GO:0070063,RNA polymerase binding,10/1456,60/22537,0.0047880740964078,0.0481438219583861,0.0412067915295246,ENSMUSG00000020485/ENSMUSG00000039630/ENSMUSG00000026603/ENSMUSG00000013822/ENSMUSG00000028271/ENSMUSG00000041057/ENSMUSG00000024498/ENSMUSG00000021807/ENSMUSG00000026349/ENSMUSG00000039849,10,"['ENSMUSG00000020485', 'ENSMUSG00000039630', 'ENSMUSG00000026603', 'ENSMUSG00000013822', 'ENSMUSG00000028271', 'ENSMUSG00000041057', 'ENSMUSG00000024498', 'ENSMUSG00000021807', 'ENSMUSG00000026349', 'ENSMUSG00000039849']"
112,113,d4,GO:0022853,active monoatomic ion transmembrane transporter activity,26/1456,234/22537,0.0049451610321959,0.0491828515702096,0.0420961076424917,ENSMUSG00000015575/ENSMUSG00000006273/ENSMUSG00000024121/ENSMUSG00000022295/ENSMUSG00000033379/ENSMUSG00000006576/ENSMUSG00000039105/ENSMUSG00000022551/ENSMUSG00000000088/ENSMUSG00000004285/ENSMUSG00000022094/ENSMUSG00000029321/ENSMUSG00000041028/ENSMUSG00000013160/ENSMUSG00000039463/ENSMUSG00000023942/ENSMUSG00000036814/ENSMUSG00000030730/ENSMUSG00000029467/ENSMUSG00000021114/ENSMUSG00000019943/ENSMUSG00000017765/ENSMUSG00000027712/ENSMUSG00000025393/ENSMUSG00000038717/ENSMUSG00000025161,26,"['ENSMUSG00000015575', 'ENSMUSG00000006273', 'ENSMUSG00000024121', 'ENSMUSG00000022295', 'ENSMUSG00000033379', 'ENSMUSG00000006576', 'ENSMUSG00000039105', 'ENSMUSG00000022551', 'ENSMUSG00000000088', 'ENSMUSG00000004285', 'ENSMUSG00000022094', 'ENSMUSG00000029321', 'ENSMUSG00000041028', 'ENSMUSG00000013160', 'ENSMUSG00000039463', 'ENSMUSG00000023942', 'ENSMUSG00000036814', 'ENSMUSG00000030730', 'ENSMUSG00000029467', 'ENSMUSG00000021114', 'ENSMUSG00000019943', 'ENSMUSG00000017765', 'ENSMUSG00000027712', 'ENSMUSG00000025393', 'ENSMUSG00000038717', 'ENSMUSG00000025161']"
113,114,d4,GO:0005518,collagen binding,11/1456,70/22537,0.00503495027608,0.0495374140065935,0.0423995812722526,ENSMUSG00000019929/ENSMUSG00000018593/ENSMUSG00000032431/ENSMUSG00000046318/ENSMUSG00000052316/ENSMUSG00000001119/ENSMUSG00000020241/ENSMUSG00000005397/ENSMUSG00000023328/ENSMUSG00000070436/ENSMUSG00000029309,11,"['ENSMUSG00000019929', 'ENSMUSG00000018593', 'ENSMUSG00000032431', 'ENSMUSG00000046318', 'ENSMUSG00000052316', 'ENSMUSG00000001119', 'ENSMUSG00000020241', 'ENSMUSG00000005397', 'ENSMUSG00000023328', 'ENSMUSG00000070436', 'ENSMUSG00000029309']"
