"","Cluster","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"1833","d4","GO:0031342","negative regulation of cell killing","5/314","61/23006",0.00146103187695619,0.00544319317879959,0.00269077841394543,"ENSMUSG00000061232/ENSMUSG00000073411/ENSMUSG00000067212/ENSMUSG00000035929/ENSMUSG00000022488",5
"1834","d4","GO:0046902","regulation of mitochondrial membrane permeability","5/314","61/23006",0.00146103187695619,0.00544319317879959,0.00269077841394543,"ENSMUSG00000003873/ENSMUSG00000064326/ENSMUSG00000043505/ENSMUSG00000004040/ENSMUSG00000059552",5
"1835","d4","GO:0097237","cellular response to toxic substance","5/314","61/23006",0.00146103187695619,0.00544319317879959,0.00269077841394543,"ENSMUSG00000005161/ENSMUSG00000028964/ENSMUSG00000037580/ENSMUSG00000022982/ENSMUSG00000028691",5
"1836","d4","GO:0015850","organic hydroxy compound transport","12/314","317/23006",0.0014679951500645,0.00545835903637524,0.00269827547694744,"ENSMUSG00000030105/ENSMUSG00000028964/ENSMUSG00000040249/ENSMUSG00000050335/ENSMUSG00000037936/ENSMUSG00000023992/ENSMUSG00000061353/ENSMUSG00000024990/ENSMUSG00000020484/ENSMUSG00000029580/ENSMUSG00000004655/ENSMUSG00000021025",12
"1837","d4","GO:0001738","morphogenesis of a polarized epithelium","6/314","90/23006",0.00146850982813841,0.00545835903637524,0.00269827547694744,"ENSMUSG00000001847/ENSMUSG00000006699/ENSMUSG00000005103/ENSMUSG00000029580/ENSMUSG00000062825/ENSMUSG00000007815",6
"1838","d4","GO:0002715","regulation of natural killer cell mediated immunity","6/314","90/23006",0.00146850982813841,0.00545835903637524,0.00269827547694744,"ENSMUSG00000061232/ENSMUSG00000073411/ENSMUSG00000067212/ENSMUSG00000043505/ENSMUSG00000034116/ENSMUSG00000035929",6
"1839","d4","GO:0044242","cellular lipid catabolic process","10/314","234/23006",0.00148114403850214,0.00550106510745076,0.00271938672000271,"ENSMUSG00000027695/ENSMUSG00000026385/ENSMUSG00000040249/ENSMUSG00000001751/ENSMUSG00000037936/ENSMUSG00000022425/ENSMUSG00000028991/ENSMUSG00000063415/ENSMUSG00000039206/ENSMUSG00000020573",10
"1840","d4","GO:0010832","negative regulation of myotube differentiation","3/314","17/23006",0.00148582914633473,0.00550570152450634,0.00272167867814592,"ENSMUSG00000024621/ENSMUSG00000020484/ENSMUSG00000026313",3
"1841","d4","GO:0043923","positive regulation by host of viral transcription","3/314","17/23006",0.00148582914633473,0.00550570152450634,0.00272167867814592,"ENSMUSG00000000902/ENSMUSG00000052684/ENSMUSG00000055024",3
"1842","d4","GO:0060263","regulation of respiratory burst","3/314","17/23006",0.00148582914633473,0.00550570152450634,0.00272167867814592,"ENSMUSG00000001847/ENSMUSG00000040952/ENSMUSG00000016024",3
"1843","d4","GO:0045445","myoblast differentiation","7/314","123/23006",0.00152050939875649,0.00562553361849399,0.00278091626189652,"ENSMUSG00000000902/ENSMUSG00000030470/ENSMUSG00000029580/ENSMUSG00000063856/ENSMUSG00000037935/ENSMUSG00000068220/ENSMUSG00000025809",7
"1844","d4","GO:0051101","regulation of DNA binding","7/314","123/23006",0.00152050939875649,0.00562553361849399,0.00278091626189652,"ENSMUSG00000001175/ENSMUSG00000028964/ENSMUSG00000037601/ENSMUSG00000052684/ENSMUSG00000005413/ENSMUSG00000006932/ENSMUSG00000055024",7
"1845","d4","GO:0061178","regulation of insulin secretion involved in cellular response to glucose stimulus","6/314","91/23006",0.00155447051168327,0.00574675790703832,0.00284084206062279,"ENSMUSG00000030805/ENSMUSG00000001847/ENSMUSG00000040249/ENSMUSG00000006740/ENSMUSG00000024913/ENSMUSG00000021109",6
"1846","d4","GO:0070301","cellular response to hydrogen peroxide","5/314","62/23006",0.00157170901889223,0.00578369910046106,0.00285910350433463,"ENSMUSG00000030744/ENSMUSG00000028964/ENSMUSG00000026822/ENSMUSG00000004655/ENSMUSG00000024927",5
"1847","d4","GO:1903053","regulation of extracellular matrix organization","5/314","62/23006",0.00157170901889223,0.00578369910046106,0.00285910350433463,"ENSMUSG00000022018/ENSMUSG00000030341/ENSMUSG00000029163/ENSMUSG00000032035/ENSMUSG00000039239",5
"1848","d4","GO:1903305","regulation of regulated secretory pathway","8/314","159/23006",0.00157550984651505,0.00578369910046106,0.00285910350433463,"ENSMUSG00000030805/ENSMUSG00000030748/ENSMUSG00000050732/ENSMUSG00000053158/ENSMUSG00000005413/ENSMUSG00000028874/ENSMUSG00000049103/ENSMUSG00000022488",8
"1849","d4","GO:0001893","maternal placenta development","4/314","37/23006",0.00157649725792842,0.00578369910046106,0.00285910350433463,"ENSMUSG00000029390/ENSMUSG00000021477/ENSMUSG00000073889/ENSMUSG00000052837",4
"1850","d4","GO:0001953","negative regulation of cell-matrix adhesion","4/314","37/23006",0.00157649725792842,0.00578369910046106,0.00285910350433463,"ENSMUSG00000022548/ENSMUSG00000040249/ENSMUSG00000022425/ENSMUSG00000000957",4
"1851","d4","GO:0014912","negative regulation of smooth muscle cell migration","4/314","37/23006",0.00157649725792842,0.00578369910046106,0.00285910350433463,"ENSMUSG00000028964/ENSMUSG00000040249/ENSMUSG00000060803/ENSMUSG00000007815",4
"1852","d4","GO:0031670","cellular response to nutrient","4/314","37/23006",0.00157649725792842,0.00578369910046106,0.00285910350433463,"ENSMUSG00000027695/ENSMUSG00000053158/ENSMUSG00000020484/ENSMUSG00000028991",4
"1853","d4","GO:0032104","regulation of response to extracellular stimulus","4/314","37/23006",0.00157649725792842,0.00578369910046106,0.00285910350433463,"ENSMUSG00000003873/ENSMUSG00000055737/ENSMUSG00000028991/ENSMUSG00000027204",4
"1854","d4","GO:0032107","regulation of response to nutrient levels","4/314","37/23006",0.00157649725792842,0.00578369910046106,0.00285910350433463,"ENSMUSG00000003873/ENSMUSG00000055737/ENSMUSG00000028991/ENSMUSG00000027204",4
"1855","d4","GO:0032967","positive regulation of collagen biosynthetic process","4/314","37/23006",0.00157649725792842,0.00578369910046106,0.00285910350433463,"ENSMUSG00000022018/ENSMUSG00000026728/ENSMUSG00000055024/ENSMUSG00000041324",4
"1856","d4","GO:0046545","development of primary female sexual characteristics","7/314","125/23006",0.00166823697193278,0.00611559640511743,0.0030231730263377,"ENSMUSG00000001847/ENSMUSG00000003873/ENSMUSG00000022982/ENSMUSG00000031740/ENSMUSG00000039041/ENSMUSG00000030717/ENSMUSG00000041324",7
"1857","d4","GO:0015914","phospholipid transport","6/314","93/23006",0.00173782388788184,0.00632886078599442,0.0031285977602535,"ENSMUSG00000021486/ENSMUSG00000064210/ENSMUSG00000026385/ENSMUSG00000037936/ENSMUSG00000054342/ENSMUSG00000032369",6
"1858","d4","GO:1903035","negative regulation of response to wounding","6/314","93/23006",0.00173782388788184,0.00632886078599442,0.0031285977602535,"ENSMUSG00000025701/ENSMUSG00000013236/ENSMUSG00000023224/ENSMUSG00000047139/ENSMUSG00000004040/ENSMUSG00000004266",6
"1859","d4","GO:0002883","regulation of hypersensitivity","4/314","38/23006",0.00174324421998088,0.00632886078599442,0.0031285977602535,"ENSMUSG00000061232/ENSMUSG00000073411/ENSMUSG00000067212/ENSMUSG00000035929",4
"1860","d4","GO:0009303","rRNA transcription","4/314","38/23006",0.00174324421998088,0.00632886078599442,0.0031285977602535,"ENSMUSG00000000902/ENSMUSG00000028991/ENSMUSG00000041560/ENSMUSG00000059552",4
"1861","d4","GO:0031069","hair follicle morphogenesis","4/314","38/23006",0.00174324421998088,0.00632886078599442,0.0031285977602535,"ENSMUSG00000021477/ENSMUSG00000001751/ENSMUSG00000006932/ENSMUSG00000039239",4
"1862","d4","GO:0045023","G0 to G1 transition","4/314","38/23006",0.00174324421998088,0.00632886078599442,0.0031285977602535,"ENSMUSG00000000902/ENSMUSG00000029580/ENSMUSG00000037935/ENSMUSG00000059518",4
"1863","d4","GO:0045672","positive regulation of osteoclast differentiation","4/314","38/23006",0.00174324421998088,0.00632886078599442,0.0031285977602535,"ENSMUSG00000037486/ENSMUSG00000024621/ENSMUSG00000023992/ENSMUSG00000037966",4
"1864","d4","GO:0046329","negative regulation of JNK cascade","4/314","38/23006",0.00174324421998088,0.00632886078599442,0.0031285977602535,"ENSMUSG00000018501/ENSMUSG00000109324/ENSMUSG00000060803/ENSMUSG00000027843",4
"1865","d4","GO:1900225","regulation of NLRP3 inflammasome complex assembly","4/314","38/23006",0.00174324421998088,0.00632886078599442,0.0031285977602535,"ENSMUSG00000016534/ENSMUSG00000015656/ENSMUSG00000023992/ENSMUSG00000027843",4
"1866","d4","GO:1903901","negative regulation of viral life cycle","4/314","38/23006",0.00174324421998088,0.00632886078599442,0.0031285977602535,"ENSMUSG00000071866/ENSMUSG00000060591/ENSMUSG00000046718/ENSMUSG00000026879",4
"1867","d4","GO:1904646","cellular response to amyloid-beta","4/314","38/23006",0.00174324421998088,0.00632886078599442,0.0031285977602535,"ENSMUSG00000040249/ENSMUSG00000027962/ENSMUSG00000021190/ENSMUSG00000023992",4
"1868","d4","GO:0006906","vesicle fusion","7/314","126/23006",0.00174616508577374,0.00632886078599442,0.0031285977602535,"ENSMUSG00000030805/ENSMUSG00000030105/ENSMUSG00000052688/ENSMUSG00000050732/ENSMUSG00000006740/ENSMUSG00000025949/ENSMUSG00000028419",7
"1869","d4","GO:0007041","lysosomal transport","7/314","126/23006",0.00174616508577374,0.00632886078599442,0.0031285977602535,"ENSMUSG00000030105/ENSMUSG00000052688/ENSMUSG00000040249/ENSMUSG00000016534/ENSMUSG00000015656/ENSMUSG00000028419/ENSMUSG00000031696",7
"1870","d4","GO:0032649","regulation of type II interferon production","7/314","126/23006",0.00174616508577374,0.00632886078599442,0.0031285977602535,"ENSMUSG00000035692/ENSMUSG00000043505/ENSMUSG00000055447/ENSMUSG00000049103/ENSMUSG00000027843/ENSMUSG00000028525/ENSMUSG00000020101",7
"1871","d4","GO:0035303","regulation of dephosphorylation","7/314","126/23006",0.00174616508577374,0.00632886078599442,0.0031285977602535,"ENSMUSG00000001175/ENSMUSG00000036398/ENSMUSG00000020849/ENSMUSG00000071866/ENSMUSG00000022488/ENSMUSG00000039239/ENSMUSG00000031221",7
"1872","d4","GO:0042176","regulation of protein catabolic process","13/314","368/23006",0.00175257426118084,0.00634730361660521,0.00313771475626475,"ENSMUSG00000031446/ENSMUSG00000028964/ENSMUSG00000040249/ENSMUSG00000021270/ENSMUSG00000023992/ENSMUSG00000022400/ENSMUSG00000037706/ENSMUSG00000031696/ENSMUSG00000063856/ENSMUSG00000024927/ENSMUSG00000041560/ENSMUSG00000030717/ENSMUSG00000006611",13
"1873","d4","GO:0006936","muscle contraction","12/314","324/23006",0.00176246433827512,0.00634953993345672,0.00313882025315107,"ENSMUSG00000001175/ENSMUSG00000058587/ENSMUSG00000030470/ENSMUSG00000022982/ENSMUSG00000028991/ENSMUSG00000007815/ENSMUSG00000029648/ENSMUSG00000032966/ENSMUSG00000026313/ENSMUSG00000045382/ENSMUSG00000026879/ENSMUSG00000028525",12
"1874","d4","GO:0002076","osteoblast development","3/314","18/23006",0.00176508226198464,0.00634953993345672,0.00313882025315107,"ENSMUSG00000039153/ENSMUSG00000024913/ENSMUSG00000026313",3
"1875","d4","GO:0002830","positive regulation of type 2 immune response","3/314","18/23006",0.00176508226198464,0.00634953993345672,0.00313882025315107,"ENSMUSG00000030748/ENSMUSG00000020641/ENSMUSG00000037706",3
"1876","d4","GO:0014041","regulation of neuron maturation","3/314","18/23006",0.00176508226198464,0.00634953993345672,0.00313882025315107,"ENSMUSG00000001847/ENSMUSG00000000861/ENSMUSG00000028991",3
"1877","d4","GO:0015669","gas transport","3/314","18/23006",0.00176508226198464,0.00634953993345672,0.00313882025315107,"ENSMUSG00000004655/ENSMUSG00000018893/ENSMUSG00000069919",3
"1878","d4","GO:0035745","T-helper 2 cell cytokine production","3/314","18/23006",0.00176508226198464,0.00634953993345672,0.00313882025315107,"ENSMUSG00000033467/ENSMUSG00000020641/ENSMUSG00000037706",3
"1879","d4","GO:0043217","myelin maintenance","3/314","18/23006",0.00176508226198464,0.00634953993345672,0.00313882025315107,"ENSMUSG00000022982/ENSMUSG00000005125/ENSMUSG00000045382",3
"1880","d4","GO:0045655","regulation of monocyte differentiation","3/314","18/23006",0.00176508226198464,0.00634953993345672,0.00313882025315107,"ENSMUSG00000053158/ENSMUSG00000052684/ENSMUSG00000049086",3
"1881","d4","GO:0140131","positive regulation of lymphocyte chemotaxis","3/314","18/23006",0.00176508226198464,0.00634953993345672,0.00313882025315107,"ENSMUSG00000049103/ENSMUSG00000035373/ENSMUSG00000054693",3
"1882","d4","GO:0042255","ribosome assembly","5/314","64/23006",0.00181137688080535,0.00650633579159229,0.00321633043818556,"ENSMUSG00000027613/ENSMUSG00000040952/ENSMUSG00000038274/ENSMUSG00000041560/ENSMUSG00000025337",5
"1883","d4","GO:0045620","negative regulation of lymphocyte differentiation","5/314","64/23006",0.00181137688080535,0.00650633579159229,0.00321633043818556,"ENSMUSG00000005161/ENSMUSG00000030748/ENSMUSG00000004951/ENSMUSG00000075376/ENSMUSG00000039899",5
"1884","d4","GO:0007059","chromosome segregation","14/314","415/23006",0.00181709683483955,0.00652200701138079,0.00322407732104309,"ENSMUSG00000030744/ENSMUSG00000018501/ENSMUSG00000030105/ENSMUSG00000020152/ENSMUSG00000000902/ENSMUSG00000006699/ENSMUSG00000028419/ENSMUSG00000029580/ENSMUSG00000037935/ENSMUSG00000007815/ENSMUSG00000032369/ENSMUSG00000024790/ENSMUSG00000017485/ENSMUSG00000042029",14
"1885","d4","GO:0007034","vacuolar transport","8/314","163/23006",0.00184267571476816,0.00660888021281773,0.0032670220645968,"ENSMUSG00000030105/ENSMUSG00000052688/ENSMUSG00000040249/ENSMUSG00000016534/ENSMUSG00000015837/ENSMUSG00000015656/ENSMUSG00000028419/ENSMUSG00000031696",8
"1886","d4","GO:0003014","renal system process","7/314","128/23006",0.00191048434495442,0.00683168732280576,0.00337716413421219,"ENSMUSG00000021190/ENSMUSG00000006519/ENSMUSG00000004655/ENSMUSG00000007815/ENSMUSG00000056492/ENSMUSG00000026879/ENSMUSG00000022505",7
"1887","d4","GO:0009308","amine metabolic process","7/314","128/23006",0.00191048434495442,0.00683168732280576,0.00337716413421219,"ENSMUSG00000000326/ENSMUSG00000028964/ENSMUSG00000027962/ENSMUSG00000037580/ENSMUSG00000031696/ENSMUSG00000021764/ENSMUSG00000039239",7
"1888","d4","GO:0051261","protein depolymerization","7/314","128/23006",0.00191048434495442,0.00683168732280576,0.00337716413421219,"ENSMUSG00000058587/ENSMUSG00000005103/ENSMUSG00000015656/ENSMUSG00000015766/ENSMUSG00000007815/ENSMUSG00000026879/ENSMUSG00000029106",7
"1889","d4","GO:0090174","organelle membrane fusion","7/314","128/23006",0.00191048434495442,0.00683168732280576,0.00337716413421219,"ENSMUSG00000030805/ENSMUSG00000030105/ENSMUSG00000052688/ENSMUSG00000050732/ENSMUSG00000006740/ENSMUSG00000025949/ENSMUSG00000028419",7
"1890","d4","GO:0035909","aorta morphogenesis","4/314","39/23006",0.00192184028073001,0.00686718541947096,0.00339471220004511,"ENSMUSG00000026043/ENSMUSG00000040249/ENSMUSG00000001751/ENSMUSG00000039239",4
"1891","d4","GO:0021872","forebrain generation of neurons","5/314","65/23006",0.00194075838985568,0.00692448761814878,0.00342303886680285,"ENSMUSG00000024621/ENSMUSG00000007815/ENSMUSG00000001911/ENSMUSG00000060802/ENSMUSG00000041324",5
"1892","d4","GO:0048008","platelet-derived growth factor receptor signaling pathway","5/314","65/23006",0.00194075838985568,0.00692448761814878,0.00342303886680285,"ENSMUSG00000022548/ENSMUSG00000039844/ENSMUSG00000040249/ENSMUSG00000024529/ENSMUSG00000029629",5
"1893","d4","GO:0007611","learning or memory","12/314","329/23006",0.00200122909898938,0.00713494588259865,0.00352707643012575,"ENSMUSG00000000326/ENSMUSG00000026385/ENSMUSG00000021190/ENSMUSG00000026822/ENSMUSG00000023992/ENSMUSG00000052684/ENSMUSG00000021109/ENSMUSG00000028991/ENSMUSG00000001911/ENSMUSG00000025809/ENSMUSG00000060802/ENSMUSG00000055024",12
"1894","d4","GO:0050672","negative regulation of lymphocyte proliferation","6/314","96/23006",0.00204304677228368,0.00727863809310255,0.00359810898134623,"ENSMUSG00000020612/ENSMUSG00000047139/ENSMUSG00000036594/ENSMUSG00000023915/ENSMUSG00000004266/ENSMUSG00000020101",6
"1895","d4","GO:0038093","Fc receptor signaling pathway","3/314","19/23006",0.00207499181333936,0.00731740621905557,0.00361727354762871,"ENSMUSG00000020437/ENSMUSG00000039844/ENSMUSG00000055447",3
"1896","d4","GO:0050665","hydrogen peroxide biosynthetic process","3/314","19/23006",0.00207499181333936,0.00731740621905557,0.00361727354762871,"ENSMUSG00000006519/ENSMUSG00000022982/ENSMUSG00000004040",3
"1897","d4","GO:0060019","radial glial cell differentiation","3/314","19/23006",0.00207499181333936,0.00731740621905557,0.00361727354762871,"ENSMUSG00000004040/ENSMUSG00000007815/ENSMUSG00000001911",3
"1898","d4","GO:0060396","growth hormone receptor signaling pathway","3/314","19/23006",0.00207499181333936,0.00731740621905557,0.00361727354762871,"ENSMUSG00000055737/ENSMUSG00000039041/ENSMUSG00000004040",3
"1899","d4","GO:0071378","cellular response to growth hormone stimulus","3/314","19/23006",0.00207499181333936,0.00731740621905557,0.00361727354762871,"ENSMUSG00000055737/ENSMUSG00000039041/ENSMUSG00000004040",3
"1900","d4","GO:0090280","positive regulation of calcium ion import","3/314","19/23006",0.00207499181333936,0.00731740621905557,0.00361727354762871,"ENSMUSG00000050335/ENSMUSG00000061353/ENSMUSG00000045382",3
"1901","d4","GO:1901550","regulation of endothelial cell development","3/314","19/23006",0.00207499181333936,0.00731740621905557,0.00361727354762871,"ENSMUSG00000030341/ENSMUSG00000038235/ENSMUSG00000029106",3
"1902","d4","GO:1902774","late endosome to lysosome transport","3/314","19/23006",0.00207499181333936,0.00731740621905557,0.00361727354762871,"ENSMUSG00000030105/ENSMUSG00000028419/ENSMUSG00000031696",3
"1903","d4","GO:1903140","regulation of establishment of endothelial barrier","3/314","19/23006",0.00207499181333936,0.00731740621905557,0.00361727354762871,"ENSMUSG00000030341/ENSMUSG00000038235/ENSMUSG00000029106",3
"1904","d4","GO:0045664","regulation of neuron differentiation","10/314","245/23006",0.00207659938786477,0.00731740621905557,0.00361727354762871,"ENSMUSG00000001847/ENSMUSG00000045983/ENSMUSG00000000861/ENSMUSG00000003814/ENSMUSG00000061353/ENSMUSG00000028991/ENSMUSG00000047139/ENSMUSG00000007815/ENSMUSG00000025809/ENSMUSG00000060802",10
"1905","d4","GO:0001954","positive regulation of cell-matrix adhesion","5/314","66/23006",0.00207676697519596,0.00731740621905557,0.00361727354762871,"ENSMUSG00000001847/ENSMUSG00000032011/ENSMUSG00000022425/ENSMUSG00000037966/ENSMUSG00000022505",5
"1906","d4","GO:0043303","mast cell degranulation","5/314","66/23006",0.00207676697519596,0.00731740621905557,0.00361727354762871,"ENSMUSG00000030748/ENSMUSG00000050732/ENSMUSG00000053158/ENSMUSG00000005413/ENSMUSG00000028874",5
"1907","d4","GO:0060038","cardiac muscle cell proliferation","5/314","66/23006",0.00207676697519596,0.00731740621905557,0.00361727354762871,"ENSMUSG00000020612/ENSMUSG00000024990/ENSMUSG00000029287/ENSMUSG00000006932/ENSMUSG00000039239",5
"1908","d4","GO:0071260","cellular response to mechanical stimulus","5/314","66/23006",0.00207676697519596,0.00731740621905557,0.00361727354762871,"ENSMUSG00000001847/ENSMUSG00000004655/ENSMUSG00000006932/ENSMUSG00000004665/ENSMUSG00000038235",5
"1909","d4","GO:1902692","regulation of neuroblast proliferation","5/314","66/23006",0.00207676697519596,0.00731740621905557,0.00361727354762871,"ENSMUSG00000021109/ENSMUSG00000006932/ENSMUSG00000047139/ENSMUSG00000059552/ENSMUSG00000025809",5
"1910","d4","GO:0014812","muscle cell migration","7/314","130/23006",0.00208654109847531,0.00734645898847789,0.00363163544188068,"ENSMUSG00000020681/ENSMUSG00000028964/ENSMUSG00000040249/ENSMUSG00000060803/ENSMUSG00000021702/ENSMUSG00000007815/ENSMUSG00000026313",7
"1911","d4","GO:0006884","cell volume homeostasis","4/314","40/23006",0.00211270783827312,0.00739524681044474,0.00365575312683133,"ENSMUSG00000064210/ENSMUSG00000054342/ENSMUSG00000004655/ENSMUSG00000029106",4
"1912","d4","GO:0009595","detection of biotic stimulus","4/314","40/23006",0.00211270783827312,0.00739524681044474,0.00365575312683133,"ENSMUSG00000037936/ENSMUSG00000023992/ENSMUSG00000016024/ENSMUSG00000078945",4
"1913","d4","GO:0032736","positive regulation of interleukin-13 production","4/314","40/23006",0.00211270783827312,0.00739524681044474,0.00365575312683133,"ENSMUSG00000061232/ENSMUSG00000073411/ENSMUSG00000067212/ENSMUSG00000035929",4
"1914","d4","GO:0045589","regulation of regulatory T cell differentiation","4/314","40/23006",0.00211270783827312,0.00739524681044474,0.00365575312683133,"ENSMUSG00000004951/ENSMUSG00000044258/ENSMUSG00000043505/ENSMUSG00000020101",4
"1915","d4","GO:0051693","actin filament capping","4/314","40/23006",0.00211270783827312,0.00739524681044474,0.00365575312683133,"ENSMUSG00000058587/ENSMUSG00000015766/ENSMUSG00000026879/ENSMUSG00000029106",4
"1916","d4","GO:0070570","regulation of neuron projection regeneration","4/314","40/23006",0.00211270783827312,0.00739524681044474,0.00365575312683133,"ENSMUSG00000040249/ENSMUSG00000032011/ENSMUSG00000035027/ENSMUSG00000013236",4
"1917","d4","GO:0141085","regulation of inflammasome-mediated signaling pathway","4/314","40/23006",0.00211270783827312,0.00739524681044474,0.00365575312683133,"ENSMUSG00000016534/ENSMUSG00000015656/ENSMUSG00000023992/ENSMUSG00000027843",4
"1918","d4","GO:1905314","semi-lunar valve development","4/314","40/23006",0.00211270783827312,0.00739524681044474,0.00365575312683133,"ENSMUSG00000030341/ENSMUSG00000029163/ENSMUSG00000007815/ENSMUSG00000039239",4
"1919","d4","GO:0030010","establishment of cell polarity","8/314","167/23006",0.00214438879686344,0.00750067871741316,0.00370787214779804,"ENSMUSG00000006699/ENSMUSG00000021270/ENSMUSG00000063415/ENSMUSG00000007815/ENSMUSG00000050310/ENSMUSG00000025809/ENSMUSG00000026879/ENSMUSG00000031990",8
"1920","d4","GO:0032945","negative regulation of mononuclear cell proliferation","6/314","97/23006",0.00215327555174805,0.00752081562623629,0.00371782659141321,"ENSMUSG00000020612/ENSMUSG00000047139/ENSMUSG00000036594/ENSMUSG00000023915/ENSMUSG00000004266/ENSMUSG00000020101",6
"1921","d4","GO:0061912","selective autophagy","6/314","97/23006",0.00215327555174805,0.00752081562623629,0.00371782659141321,"ENSMUSG00000003814/ENSMUSG00000015837/ENSMUSG00000026289/ENSMUSG00000059552/ENSMUSG00000032557/ENSMUSG00000019471",6
"1922","d4","GO:0016311","dephosphorylation","12/314","333/23006",0.00221079132041709,0.00771609519674986,0.00381436074623046,"ENSMUSG00000001175/ENSMUSG00000036398/ENSMUSG00000036504/ENSMUSG00000020849/ENSMUSG00000013236/ENSMUSG00000071866/ENSMUSG00000024190/ENSMUSG00000022488/ENSMUSG00000004266/ENSMUSG00000027843/ENSMUSG00000039239/ENSMUSG00000031221",12
"1923","d4","GO:0001836","release of cytochrome c from mitochondria","5/314","67/23006",0.00221960008784548,0.00773560407700174,0.00382400473132114,"ENSMUSG00000003873/ENSMUSG00000021486/ENSMUSG00000052684/ENSMUSG00000063856/ENSMUSG00000059552",5
"1924","d4","GO:0098930","axonal transport","5/314","67/23006",0.00221960008784548,0.00773560407700174,0.00382400473132114,"ENSMUSG00000030105/ENSMUSG00000004951/ENSMUSG00000006740/ENSMUSG00000022982/ENSMUSG00000021109",5
"1925","d4","GO:0042594","response to starvation","9/314","207/23006",0.00224534790311262,0.00781400580909432,0.00386276170381889,"ENSMUSG00000000326/ENSMUSG00000016534/ENSMUSG00000052684/ENSMUSG00000020484/ENSMUSG00000029388/ENSMUSG00000028991/ENSMUSG00000021876/ENSMUSG00000059552/ENSMUSG00000006611",9
"1926","d4","GO:0045732","positive regulation of protein catabolic process","9/314","207/23006",0.00224534790311262,0.00781400580909432,0.00386276170381889,"ENSMUSG00000031446/ENSMUSG00000040249/ENSMUSG00000021270/ENSMUSG00000023992/ENSMUSG00000022400/ENSMUSG00000037706/ENSMUSG00000031696/ENSMUSG00000041560/ENSMUSG00000030717",9
"1927","d4","GO:0010212","response to ionizing radiation","7/314","132/23006",0.00227488823536816,0.00789964801963827,0.0039050979215287,"ENSMUSG00000003873/ENSMUSG00000115338/ENSMUSG00000090083/ENSMUSG00000063856/ENSMUSG00000026971/ENSMUSG00000049086/ENSMUSG00000059552",7
"1928","d4","GO:0042476","odontogenesis","7/314","132/23006",0.00227488823536816,0.00789964801963827,0.0039050979215287,"ENSMUSG00000003873/ENSMUSG00000039153/ENSMUSG00000006932/ENSMUSG00000007815/ENSMUSG00000026971/ENSMUSG00000016494/ENSMUSG00000041324",7
"1929","d4","GO:0045739","positive regulation of DNA repair","7/314","132/23006",0.00227488823536816,0.00789964801963827,0.0039050979215287,"ENSMUSG00000030744/ENSMUSG00000020152/ENSMUSG00000000902/ENSMUSG00000115338/ENSMUSG00000090083/ENSMUSG00000029580/ENSMUSG00000037935",7
"1930","d4","GO:0002524","hypersensitivity","4/314","41/23006",0.00231626587747546,0.00802015403973131,0.00396466865270902,"ENSMUSG00000061232/ENSMUSG00000073411/ENSMUSG00000067212/ENSMUSG00000035929",4
"1931","d4","GO:0044546","NLRP3 inflammasome complex assembly","4/314","41/23006",0.00231626587747546,0.00802015403973131,0.00396466865270902,"ENSMUSG00000016534/ENSMUSG00000015656/ENSMUSG00000023992/ENSMUSG00000027843",4
"1932","d4","GO:0045601","regulation of endothelial cell differentiation","4/314","41/23006",0.00231626587747546,0.00802015403973131,0.00396466865270902,"ENSMUSG00000030341/ENSMUSG00000006932/ENSMUSG00000038235/ENSMUSG00000029106",4
"1933","d4","GO:1900026","positive regulation of substrate adhesion-dependent cell spreading","4/314","41/23006",0.00231626587747546,0.00802015403973131,0.00396466865270902,"ENSMUSG00000001847/ENSMUSG00000003814/ENSMUSG00000006699/ENSMUSG00000022425",4
"1934","d4","GO:0002448","mast cell mediated immunity","5/314","68/23006",0.00236945577392689,0.00818663152371864,0.00404696483541034,"ENSMUSG00000030748/ENSMUSG00000050732/ENSMUSG00000053158/ENSMUSG00000005413/ENSMUSG00000028874",5
"1935","d4","GO:0003229","ventricular cardiac muscle tissue development","5/314","68/23006",0.00236945577392689,0.00818663152371864,0.00404696483541034,"ENSMUSG00000001751/ENSMUSG00000029287/ENSMUSG00000006932/ENSMUSG00000032966/ENSMUSG00000039239",5
"1936","d4","GO:0048286","lung alveolus development","5/314","68/23006",0.00236945577392689,0.00818663152371864,0.00404696483541034,"ENSMUSG00000020681/ENSMUSG00000017837/ENSMUSG00000075376/ENSMUSG00000026971/ENSMUSG00000029629",5
"1937","d4","GO:0015748","organophosphate ester transport","7/314","133/23006",0.00237384609564457,0.00819590828711767,0.00405155069409391,"ENSMUSG00000021486/ENSMUSG00000064210/ENSMUSG00000026385/ENSMUSG00000037936/ENSMUSG00000054342/ENSMUSG00000055447/ENSMUSG00000032369",7
"1938","d4","GO:0001570","vasculogenesis","6/314","99/23006",0.00238712937479307,0.00822994531940852,0.00406837649996825,"ENSMUSG00000029287/ENSMUSG00000022475/ENSMUSG00000006932/ENSMUSG00000016494/ENSMUSG00000022505/ENSMUSG00000052837",6
"1939","d4","GO:0046718","viral entry into host cell","6/314","99/23006",0.00238712937479307,0.00822994531940852,0.00406837649996825,"ENSMUSG00000050732/ENSMUSG00000025949/ENSMUSG00000023175/ENSMUSG00000060591/ENSMUSG00000068220/ENSMUSG00000026879",6
